name,description,category,image,calories,protein,carbohydrates,fat,fiber,sugar,nutritionDensityScore,sodium,cholesterol,calcium,iron,potassium,magnesium,zinc,vitaminA,vitaminC,vitaminD,vitaminE,vitaminK
walleye pike raw,Walleye Pike Raw is a nutritious food rich in essential nutrients.,Others,,148,30.4,0.0,1.9,0.0,0.0,209.316,0.011,136.7,174.9,2.1,618.5,47.7,1.0,0.083,0.0,0.0,0.0,0.0
carp cooked,Carp Cooked is a nutritious food rich in essential nutrients.,Others,,275,38.9,0.0,12.2,0.0,0.0,144.989,0.1,142.8,88.4,2.7,725.9,64.6,3.2,0.02,2.7,0.0,0.0,0.0
wolffish cooked,Wolffish Cooked is a nutritious food rich in essential nutrients.,Seafood,,293,53.4,0.0,7.3,0.0,0.0,80.3,0.3,140.4,19.0,0.3,916.3,90.4,2.4,0.3,0.0,0.0,0.0,0.0
snapper cooked,Snapper Cooked is a nutritious food rich in essential nutrients.,Others,,218,44.7,0.0,2.9,0.0,0.0,118.742,0.066,79.9,68.0,0.4,887.4,62.9,0.7,0.071,2.7,0.0,0.0,0.0
roe cooked,Roe Cooked is a nutritious food rich in essential nutrients.,Others,,58,8.1,0.5,2.3,0.0,0.0,23.609,0.055,135.6,7.9,0.2,80.1,7.4,0.4,0.066,4.6,0.0,0.0,0.0
anchovy raw,Anchovy Raw is a nutritious food rich in essential nutrients.,Others,,37,5.8,0.0,1.4,0.0,0.0,49.714,0.012,17.0,41.6,0.9,108.4,11.6,0.5,0.097,0.0,0.0,0.2,0.015
herring raw,Herring Raw is a nutritious food rich in essential nutrients.,Others,,291,33.0,0.0,16.6,0.0,0.0,157.898,0.2,110.4,104.9,2.0,601.7,58.9,1.8,0.027,1.3,0.005,2.0,0.033
cod raw,Cod Raw is a nutritious food rich in essential nutrients.,Seafood,,189,41.1,0.0,1.5,0.0,0.0,82.88,0.1,99.3,37.0,0.9,954.0,73.9,1.0,0.045,2.3,0.083,1.5,0.021
tilapia raw,Tilapia Raw is a nutritious food rich in essential nutrients.,Others,,111,23.3,0.0,2.0,0.0,0.0,37.5,0.009,58.0,11.6,0.6,350.3,31.3,0.4,0.0,0.0,0.019,0.5,0.068
whiting cooked,Whiting Cooked is a nutritious food rich in essential nutrients.,Others,,84,16.9,0.0,1.2,0.0,0.0,63.037,0.018,60.5,44.6,0.3,312.5,19.4,0.4,0.064,0.0,0.027,0.3,0.075
skipjack tuna cooked,Skipjack Tuna Cooked is a nutritious food rich in essential nutrients.,Seafood,,407,86.9,0.0,4.0,0.0,0.0,212.936,0.1,184.8,114.0,4.9,1607.8,135.5,3.2,0.059,3.1,0.0,0.0,0.0
salmon cooked,Salmon Cooked is a nutritious food rich in essential nutrients.,Seafood,,733,78.7,0.0,44.0,0.0,0.0,190.7,0.2,224.3,53.4,1.2,1367.0,106.8,1.5,0.2,13.2,0.046,4.1,0.044
chum salmon cooked,Chum Salmon Cooked is a nutritious food rich in essential nutrients.,Seafood,,474,79.5,0.0,14.9,0.0,0.0,139.8,0.2,292.6,43.1,2.2,1694.0,86.2,1.8,0.1,0.0,0.0,0.0,0.0
american shad cooked,American Shad Cooked is a nutritious food rich in essential nutrients.,Others,,363,31.3,0.0,25.4,0.0,0.0,144.967,0.043,138.2,86.4,1.8,708.5,54.7,0.7,0.031,0.0,0.0,0.0,0.0
shark cooked,Shark Cooked is a nutritious food rich in essential nutrients.,Others,,65,5.3,1.8,3.9,0.0,0.0,25.548,0.068,16.7,14.2,0.3,43.9,12.2,0.1,0.058,0.0,0.0,0.0,0.0
trout cooked,Trout Cooked is a nutritious food rich in essential nutrients.,Others,,118,16.5,0.0,5.3,0.0,0.0,57.496,0.027,45.9,34.1,1.2,287.1,17.4,0.5,0.02,0.3,0.0,0.0,0.0
swordfish raw,Swordfish Raw is a nutritious food rich in essential nutrients.,Seafood,,196,26.7,0.0,9.0,0.0,0.0,43.072,0.1,89.8,6.8,0.5,568.5,39.4,0.9,0.04,0.0,0.082,2.7,0.023
rainbow trout cooked,Rainbow Trout Cooked is a nutritious food rich in essential nutrients.,Others,,119,16.9,0.0,5.2,0.0,0.0,22.557,0.041,49.7,0.003,0.093,191.7,0.3,0.059,0.09,0.3,2.1,0.092,2.0
fish sandwich with cheese,Fish Sandwich With Cheese is a nutritious food rich in essential nutrients.,Dairy,,374,15.1,35.4,19.6,0.0,4.9,235.0,0.6,49.6,160.8,2.1,294.8,36.2,0.8,0.0,2.0,0.0,0.0,0.0
jellyfish dried,Jellyfish Dried is a nutritious food rich in essential nutrients.,Seafood,,21,3.2,0.0,0.8,0.0,0.0,6.517,5.6,2.9,1.2,1.3,1.7,1.2,0.2,0.024,0.0,0.0,0.05,0.059
mullet raw,Mullet Raw is a nutritious food rich in essential nutrients.,Others,,139,23.0,0.0,4.5,0.0,0.0,78.949,0.098,58.3,48.8,1.2,424.8,34.5,0.6,0.048,1.4,0.065,1.2,0.066
halibut cooked,Halibut Cooked is a nutritious food rich in essential nutrients.,Others,,353,71.7,0.0,5.1,0.0,0.0,78.934,0.3,190.8,0.0,0.095,912.7,0.6,0.2,0.043,2.0,0.0,0.089,2.4
lingcod raw,Lingcod Raw is a nutritious food rich in essential nutrients.,Seafood,,213,44.2,0.0,2.7,0.0,0.0,82.778,0.1,130.0,35.0,0.8,1092.5,65.0,1.1,0.079,0.0,0.0,0.0,0.0
orange roughy cooked,Orange Roughy Cooked is a nutritious food rich in essential nutrients.,Fruits,,30,6.4,0.0,0.3,0.0,0.0,10.146,0.079,22.6,3.1,0.3,51.2,5.1,0.095,0.049,0.0,0.0,0.5,0.076
cisco raw,Cisco Raw is a nutritious food rich in essential nutrients.,Others,,77,15.0,0.0,1.5,0.0,0.0,26.367,0.042,39.5,9.5,0.3,279.7,13.4,0.3,0.022,0.0,0.0,0.0,0.0
florida pompano cooked,Florida Pompano Cooked is a nutritious food rich in essential nutrients.,Others,,186,20.8,0.0,10.7,0.0,0.0,69.911,0.05,56.3,37.8,0.6,559.7,27.3,0.6,0.025,0.0,0.0,0.0,0.0
snapper raw,Snapper Raw is a nutritious food rich in essential nutrients.,Others,,218,44.7,0.0,2.9,0.0,0.0,121.32,0.1,80.7,69.8,0.4,909.1,69.8,0.8,0.01,3.5,0.054,2.1,0.098
fish sandwich,Fish Sandwich is a nutritious food rich in essential nutrients.,Seafood,,565,22.6,58.7,27.4,0.0,7.8,109.3,1.3,77.0,0.0,0.2,255.2,3.3,0.1,0.2,0.2,4.0,0.0,0.0
haddock raw,Haddock Raw is a nutritious food rich in essential nutrients.,Others,,143,31.5,0.0,0.9,0.0,0.0,53.952,0.4,104.2,21.2,0.3,552.0,40.5,0.6,0.098,0.0,0.025,0.9,0.079
ocean perch raw,Ocean Perch Raw is a nutritious food rich in essential nutrients.,Others,,51,9.8,0.0,1.0,0.0,0.0,28.835,0.2,33.3,17.9,0.1,119.7,14.7,0.2,0.087,0.0,0.08,0.5,0.051
cuttlefish cooked,Cuttlefish Cooked is a nutritious food rich in essential nutrients.,Seafood,,45,9.2,0.5,0.4,0.0,0.0,66.521,0.2,63.4,50.9,3.1,180.3,17.0,1.0,0.05,2.4,0.0,0.0,0.0
cod cooked,Cod Cooked is a nutritious food rich in essential nutrients.,Seafood,,189,41.1,0.0,1.5,0.0,0.0,70.534,0.1,99.0,25.2,0.9,439.2,75.6,1.0,0.077,1.8,0.097,1.5,0.028
seatrout raw,Seatrout Raw is a nutritious food rich in essential nutrients.,Others,,248,39.8,0.0,8.6,0.0,0.0,89.528,0.1,197.5,40.5,0.6,811.6,73.8,1.1,0.056,0.0,0.0,0.0,0.0
flounder raw,Flounder Raw is a nutritious food rich in essential nutrients.,Others,,114,20.2,0.0,3.1,0.0,0.0,57.837,0.5,73.4,34.2,0.3,260.8,29.3,0.5,0.036,0.0,0.059,1.0,0.074
spot cooked,Spot Cooked is a nutritious food rich in essential nutrients.,Others,,79,11.9,0.0,3.1,0.0,0.0,24.239,0.022,38.5,9.0,0.2,318.0,27.0,0.3,0.051,0.0,0.0,0.0,0.0
walleye pike cooked,Walleye Pike Cooked is a nutritious food rich in essential nutrients.,Others,,148,30.4,0.0,1.9,0.0,0.0,209.213,0.069,136.4,174.8,2.1,618.8,47.1,1.0,0.085,0.0,0.0,0.0,0.0
perch raw,Perch Raw is a nutritious food rich in essential nutrients.,Others,,55,11.6,0.0,0.6,0.0,0.0,61.715,0.037,54.0,48.0,0.5,161.4,18.0,0.7,0.052,1.0,0.084,0.1,0.092
pumpkin seed sunfish raw,Pumpkin Seed Sunfish Raw is a nutritious food rich in essential nutrients.,Vegetables,,43,9.3,0.0,0.3,0.0,0.0,49.154,0.06,32.2,38.4,0.6,168.0,14.4,0.7,0.096,0.5,0.0,0.0,0.0
salt mackerel,Salt Mackerel is a nutritious food rich in essential nutrients.,Others,,415,25.2,0.0,34.1,0.0,0.0,151.025,6.1,129.2,89.8,1.9,707.2,81.6,1.5,0.031,0.0,0.03,3.2,0.043
mackerel cooked,Mackerel Cooked is a nutritious food rich in essential nutrients.,Others,,231,21.0,0.0,15.7,0.0,0.0,51.733,0.064,66.0,13.2,1.4,352.9,85.4,0.8,0.065,0.4,0.0,0.0,0.0
tilapia cooked,Tilapia Cooked is a nutritious food rich in essential nutrients.,Others,,111,22.8,0.0,2.3,0.0,0.0,37.9,0.011,49.6,12.2,0.6,330.6,29.6,0.4,0.0,0.0,0.013,0.7,0.053
drum raw,Drum Raw is a nutritious food rich in essential nutrients.,Others,,236,34.7,0.0,9.8,0.0,0.0,167.2,0.1,126.7,118.8,1.8,544.5,59.4,1.3,0.1,2.0,0.0,0.0,0.0
atlantic croaker fried,Atlantic Croaker Fried is a nutritious food rich in essential nutrients.,Others,,192,15.8,6.6,11.0,0.3,0.0,62.209,0.3,73.1,27.8,0.7,295.8,36.5,0.5,0.004,0.0,0.0,0.0,0.0
pumpkin seed sunfish cooked,Pumpkin Seed Sunfish Cooked is a nutritious food rich in essential nutrients.,Vegetables,,42,9.2,0.0,0.3,0.0,0.0,48.674,0.046,31.8,38.1,0.6,166.1,14.1,0.7,0.087,0.4,0.0,0.0,0.0
wolffish raw,Wolffish Raw is a nutritious food rich in essential nutrients.,Seafood,,294,53.6,0.0,7.3,0.0,0.0,79.9,0.3,140.8,18.4,0.3,918.0,91.8,2.4,0.3,0.0,0.0,0.0,0.0
bluefin tuna cooked,Bluefin Tuna Cooked is a nutritious food rich in essential nutrients.,Seafood,,276,44.9,0.0,9.4,0.0,0.0,72.4,0.02,73.5,15.0,2.0,484.5,96.0,1.2,1.1,0.0,0.0,0.0,0.0
scup cooked,Scup Cooked is a nutritious food rich in essential nutrients.,Others,,68,12.1,0.0,1.8,0.0,0.0,39.718,0.061,33.5,25.5,0.3,184.0,14.5,0.3,0.093,0.0,0.0,0.0,0.0
herring cooked,Herring Cooked is a nutritious food rich in essential nutrients.,Others,,290,32.9,0.0,16.6,0.0,0.0,158.304,0.2,110.1,105.8,2.0,599.2,58.6,1.8,0.076,1.0,0.0,2.0,0.074
bluefish raw,Bluefish Raw is a nutritious food rich in essential nutrients.,Seafood,,186,30.1,0.0,6.4,0.0,0.0,47.9,0.028,88.5,10.5,0.7,558.0,49.5,1.2,0.2,0.0,0.0,0.0,0.0
sheepshead cooked,Sheepshead Cooked is a nutritious food rich in essential nutrients.,Others,,234,48.4,0.0,3.0,0.0,0.0,121.48,0.1,119.0,68.8,1.2,952.3,65.1,1.2,0.069,0.0,0.0,0.0,0.0
bass cooked,Bass Cooked is a nutritious food rich in essential nutrients.,Others,,91,15.0,0.0,2.9,0.0,0.0,84.379,0.078,53.9,63.9,1.2,282.7,23.6,0.5,0.073,1.3,0.0,0.0,0.0
pout cooked,Pout Cooked is a nutritious food rich in essential nutrients.,Others,,279,58.4,0.0,3.2,0.0,0.0,98.207,0.2,183.6,35.6,1.0,1405.6,46.6,3.6,0.062,0.0,0.0,0.0,0.0
chinook salmon raw,Chinook Salmon Raw is a nutritious food rich in essential nutrients.,Seafood,,709,78.9,0.0,41.3,0.0,0.0,240.5,0.2,198.0,103.0,1.0,1560.2,376.2,1.7,0.5,15.8,0.0,4.8,0.0
rockfish raw,Rockfish Raw is a nutritious food rich in essential nutrients.,Seafood,,172,35.1,0.0,2.6,0.0,0.0,65.002,0.1,95.5,26.7,0.6,737.3,51.6,0.7,0.007,0.0,0.027,0.7,0.0
tilefish raw,Tilefish Raw is a nutritious food rich in essential nutrients.,Seafood,,371,67.6,0.0,8.9,0.0,0.0,177.901,0.2,193.0,100.4,1.0,1671.4,108.1,1.4,0.057,0.0,0.0,0.0,0.0
scup raw,Scup Raw is a nutritious food rich in essential nutrients.,Others,,174,31.3,0.0,4.5,0.0,0.0,103.111,0.082,86.3,66.4,0.9,476.4,38.2,0.8,0.037,0.0,0.077,0.8,0.001
sablefish cooked,Sablefish Cooked is a nutritious food rich in essential nutrients.,Seafood,,755,51.9,0.0,59.3,0.0,0.0,252.4,0.2,190.3,135.9,5.0,1386.2,214.4,1.2,0.3,0.0,0.0,0.0,0.0
tuna salad,Tuna Salad is a nutritious food rich in essential nutrients.,Seafood,,383,32.9,19.3,19.0,0.0,0.0,112.727,0.8,26.7,34.9,2.1,364.9,39.0,1.1,0.004,4.5,0.0,0.0,0.0
coho salmon cooked,Coho Salmon Cooked is a nutritious food rich in essential nutrients.,Seafood,,255,34.7,0.0,11.8,0.0,0.0,66.478,0.06,90.1,17.2,0.6,657.8,48.6,0.7,0.063,2.1,0.0,0.0,0.0
roe raw,Roe Raw is a nutritious food rich in essential nutrients.,Others,,20,3.1,0.2,0.9,0.0,0.0,9.553,0.052,52.4,3.1,0.085,30.9,2.8,0.1,0.028,2.2,0.02,1.0,0.018
sea bass raw,Sea Bass Raw is a nutritious food rich in essential nutrients.,Others,,125,23.8,0.0,2.6,0.0,0.0,39.739,0.084,52.9,12.9,0.4,330.2,52.9,0.5,0.001,0.0,0.071,1.1,0.091
pink salmon cooked,Pink Salmon Cooked is a nutritious food rich in essential nutrients.,Seafood,,349,56.0,0.0,12.0,0.0,0.0,69.873,0.2,125.4,0.066,0.2,713.6,1.0,0.089,0.029,1.6,0.0,0.041,1.1
sockeye salmon cooked,Sockeye Salmon Cooked is a nutritious food rich in essential nutrients.,Seafood,,493,82.1,0.0,17.3,0.0,0.0,102.315,0.3,189.1,0.089,0.2,945.5,1.6,0.1,0.087,2.6,0.0,0.016,3.1
whitefish raw,Whitefish Raw is a nutritious food rich in essential nutrients.,Seafood,,265,37.8,0.0,11.6,0.0,0.0,101.603,0.1,118.8,51.5,0.7,627.7,65.3,2.0,0.092,0.0,0.095,0.4,0.061
greenland halibut cooked,Greenland Halibut Cooked is a nutritious food rich in essential nutrients.,Others,,760,58.6,0.0,56.4,0.0,0.0,130.404,0.3,187.6,12.7,2.7,1093.9,104.9,1.6,0.093,0.0,0.0,0.0,0.0
northern pike cooked,Northern Pike Cooked is a nutritious food rich in essential nutrients.,Others,,350,76.5,0.0,2.7,0.0,0.0,319.506,0.2,155.0,226.3,2.2,1026.1,124.0,2.7,0.095,11.8,0.0,0.0,0.0
salmon raw,Salmon Raw is a nutritious food rich in essential nutrients.,Seafood,,824,80.9,0.0,53.1,0.0,0.0,186.3,0.2,217.8,35.6,1.3,1437.5,106.9,1.4,0.0,15.4,0.0,14.1,0.059
turbot cooked,Turbot Cooked is a nutritious food rich in essential nutrients.,Others,,388,65.4,0.0,12.0,0.0,0.0,157.453,0.6,197.2,73.1,1.5,969.9,206.7,0.9,0.02,5.4,0.0,0.0,0.0
surimi,Surimi is a nutritious food rich in essential nutrients.,Others,,28,4.3,1.9,0.3,0.0,0.0,9.072,0.042,8.5,2.5,0.057,31.7,12.2,0.026,0.084,0.0,0.0,0.2,0.003
chinook salmon cooked,Chinook Salmon Cooked is a nutritious food rich in essential nutrients.,Seafood,,711,79.2,0.0,41.2,0.0,0.0,222.5,0.2,261.8,86.2,2.8,1555.4,375.8,1.7,0.5,12.6,0.0,0.0,0.0
mullet cooked,Mullet Cooked is a nutritious food rich in essential nutrients.,Others,,140,23.1,0.0,4.5,0.0,0.0,58.866,0.001,58.6,28.8,1.3,425.9,30.7,0.8,0.053,1.1,0.0,0.0,0.0
chum salmon raw,Chum Salmon Raw is a nutritious food rich in essential nutrients.,Seafood,,3,0.6,0.0,0.1,0.0,0.0,1.025,0.029,2.1,0.3,0.038,12.0,0.6,0.062,0.08,0.0,0.0,0.093,0.0
butterfish raw,Butterfish Raw is a nutritious food rich in essential nutrients.,Dairy,,47,5.5,0.0,2.6,0.0,0.0,15.332,0.072,20.8,7.0,0.2,120.0,8.0,0.2,0.031,0.0,0.0,0.0,0.0
sea bass cooked,Sea Bass Cooked is a nutritious food rich in essential nutrients.,Others,,125,23.9,0.0,2.6,0.0,0.0,40.067,0.058,53.5,13.1,0.4,331.3,53.5,0.5,0.053,0.0,0.0,0.0,0.0
greenland halibut raw,Greenland Halibut Raw is a nutritious food rich in essential nutrients.,Others,,759,58.6,0.0,56.5,0.0,0.0,130.06,0.3,187.7,12.2,2.7,1093.4,106.1,1.6,0.009,0.0,0.1,3.0,0.091
halibut raw,Halibut Raw is a nutritious food rich in essential nutrients.,Others,,371,75.7,0.0,5.4,0.0,0.0,110.481,0.3,199.9,28.6,0.7,1774.8,93.8,1.5,0.072,0.0,0.031,2.5,0.0
sturgeon cooked,Sturgeon Cooked is a nutritious food rich in essential nutrients.,Others,,184,28.2,0.0,7.0,0.0,0.0,59.9,0.019,104.7,23.1,1.2,495.0,61.2,0.7,0.4,0.0,0.073,0.9,0.039
fish fillet fried,Fish Fillet Fried is a nutritious food rich in essential nutrients.,Seafood,,211,13.3,15.4,11.2,0.5,0.0,58.716,0.5,30.9,16.4,1.9,291.2,21.8,0.4,0.095,0.0,0.0,0.0,0.0
rainbow trout raw,Rainbow Trout Raw is a nutritious food rich in essential nutrients.,Others,,111,15.8,0.0,4.9,0.0,0.0,43.047,0.022,46.6,19.8,0.2,297.8,19.8,0.4,0.044,2.3,0.056,1.8,0.094
pout raw,Pout Raw is a nutritious food rich in essential nutrients.,Others,,278,58.6,0.0,3.2,0.0,0.0,98.078,0.2,183.0,35.2,1.0,1408.0,45.8,3.6,0.032,0.0,0.0,0.0,0.0
rainbow smelt cooked,Rainbow Smelt Cooked is a nutritious food rich in essential nutrients.,Others,,35,6.4,0.0,0.9,0.0,0.0,29.428,0.047,25.5,21.8,0.3,105.3,10.8,0.6,0.005,0.0,0.0,0.0,0.0
monkfish raw,Monkfish Raw is a nutritious food rich in essential nutrients.,Seafood,,22,4.1,0.0,0.4,0.0,0.0,7.21,0.059,7.1,2.3,0.059,113.2,5.9,0.1,0.005,0.3,0.0,0.0,0.0
trout raw,Trout Raw is a nutritious food rich in essential nutrients.,Others,,117,16.4,0.0,5.2,0.0,0.0,57.297,0.051,45.8,34.0,1.2,285.2,17.4,0.5,0.1,0.4,0.032,0.2,0.003
shark raw,Shark Raw is a nutritious food rich in essential nutrients.,Others,,37,5.9,0.0,1.3,0.0,0.0,17.064,0.003,14.4,9.6,0.2,45.3,13.9,0.1,0.012,0.0,0.046,0.3,0.007
burbot raw,Burbot Raw is a nutritious food rich in essential nutrients.,Others,,104,22.4,0.0,0.9,0.0,0.0,82.309,0.1,69.6,58.0,1.0,468.6,37.1,0.9,0.081,0.0,0.0,0.0,0.0
dolphinfish cooked,Dolphinfish Cooked is a nutritious food rich in essential nutrients.,Seafood,,173,37.7,0.0,1.4,0.0,0.0,71.625,0.2,149.5,30.2,2.3,847.5,60.4,0.9,0.046,0.0,0.0,0.0,0.0
crayfish cooked,Crayfish Cooked is a nutritious food rich in essential nutrients.,Seafood,,25,5.0,0.0,0.4,0.0,0.0,20.222,0.058,38.8,14.4,0.3,67.4,9.3,0.4,0.094,0.1,0.0,0.0,0.0
dolphinfish raw,Dolphinfish Raw is a nutritious food rich in essential nutrients.,Seafood,,173,37.7,0.0,1.4,0.0,0.0,72.1,0.2,148.9,30.6,2.3,848.6,61.2,0.9,0.1,0.0,0.0,0.0,0.0
perch cooked,Perch Cooked is a nutritious food rich in essential nutrients.,Others,,54,11.4,0.0,0.5,0.0,0.0,60.112,0.043,52.9,46.9,0.5,158.2,17.5,0.7,0.019,0.8,0.0,0.0,0.0
cusk raw,Cusk Raw is a nutritious food rich in essential nutrients.,Others,,106,23.2,0.0,0.8,0.0,0.0,37.228,0.086,50.0,12.2,1.0,478.2,37.8,0.5,0.038,0.0,0.0,0.0,0.0
bluefin tuna raw,Bluefin Tuna Raw is a nutritious food rich in essential nutrients.,Seafood,,41,6.6,0.0,1.4,0.0,0.0,10.8,0.013,10.8,2.3,0.3,71.3,14.2,0.2,0.2,0.0,0.077,0.3,0.0
milkfish cooked,Milkfish Cooked is a nutritious food rich in essential nutrients.,Dairy,,54,7.4,0.0,2.4,0.0,0.0,28.341,0.076,19.0,18.4,0.1,105.8,10.8,0.3,0.027,0.0,0.0,0.0,0.0
carp raw,Carp Raw is a nutritious food rich in essential nutrients.,Others,,277,38.9,0.0,12.2,0.0,0.0,146.793,0.1,143.9,89.4,2.7,725.9,63.2,3.2,0.042,3.5,0.042,1.4,0.016
sturgeon raw,Sturgeon Raw is a nutritious food rich in essential nutrients.,Others,,30,4.6,0.0,1.1,0.0,0.0,9.612,0.007,17.0,3.7,0.2,80.4,9.9,0.1,0.016,0.0,0.008,0.1,0.03
orange roughy raw,Orange Roughy Raw is a nutritious food rich in essential nutrients.,Fruits,,22,4.6,0.0,0.2,0.0,0.0,7.672,0.063,17.0,2.5,0.3,47.3,4.8,0.039,0.082,0.0,0.0,0.3,0.063
catfish fried,Catfish Fried is a nutritious food rich in essential nutrients.,Seafood,,199,15.7,7.0,11.6,0.6,0.0,74.4,0.2,61.8,38.3,1.2,295.8,23.5,0.7,0.0,0.0,0.0,0.0,0.0
cuttlefish raw,Cuttlefish Raw is a nutritious food rich in essential nutrients.,Seafood,,22,4.6,0.2,0.2,0.0,0.0,33.734,0.1,31.7,25.5,1.7,100.2,8.5,0.5,0.048,1.5,0.0,0.0,0.0
bass raw,Bass Raw is a nutritious food rich in essential nutrients.,Others,,90,14.9,0.0,2.9,0.0,0.0,83.837,0.055,53.7,63.2,1.2,281.2,23.7,0.5,0.004,1.6,0.0,0.0,0.0
flounder cooked,Flounder Cooked is a nutritious food rich in essential nutrients.,Others,,109,19.4,0.0,3.0,0.0,0.0,22.622,0.5,71.1,0.1,0.099,392.4,0.3,0.049,0.047,0.1,0.0,0.005,1.0
milkfish raw,Milkfish Raw is a nutritious food rich in essential nutrients.,Dairy,,42,5.8,0.0,1.9,0.0,0.0,22.203,0.098,14.7,14.4,0.057,82.6,8.5,0.2,0.099,0.0,0.0,0.0,0.0
eel raw,Eel Raw is a nutritious food rich in essential nutrients.,Others,,375,37.6,0.0,23.8,0.0,0.0,109.0,0.1,257.0,40.8,1.0,554.9,40.8,3.3,2.1,3.7,0.01,8.2,0.0
catfish raw,Catfish Raw is a nutritious food rich in essential nutrients.,Seafood,,189,24.2,0.0,9.4,0.0,0.0,46.7,0.2,87.5,12.7,0.4,480.2,30.2,0.8,0.0,0.0,0.084,1.3,0.022
fish sticks,Fish Sticks is a nutritious food rich in essential nutrients.,Seafood,,78,3.1,6.1,4.5,0.4,0.5,14.563,0.1,7.8,0.089,0.3,53.5,0.2,0.072,0.055,0.038,0.0,0.0,1.9
coho salmon raw,Coho Salmon Raw is a nutritious food rich in essential nutrients.,Seafood,,254,33.8,0.0,12.2,0.0,0.0,67.308,0.054,81.1,19.1,0.5,715.5,49.3,0.7,0.012,1.7,0.0,0.0,0.0
monkfish cooked,Monkfish Cooked is a nutritious food rich in essential nutrients.,Seafood,,27,5.3,0.0,0.6,0.0,0.0,9.165,0.004,9.1,2.8,0.1,145.2,7.6,0.1,0.006,0.3,0.0,0.0,0.0
yellowtail cooked,Yellowtail Cooked is a nutritious food rich in essential nutrients.,Others,,546,86.6,0.0,19.6,0.0,0.0,201.282,0.1,207.3,84.7,1.8,1571.0,111.0,2.0,0.045,8.5,0.0,0.0,0.0
yellowfin tuna cooked,Yellowfin Tuna Cooked is a nutritious food rich in essential nutrients.,Seafood,,37,8.2,0.0,0.2,0.0,0.0,9.861,0.011,13.3,1.1,0.3,149.1,11.9,0.1,0.098,0.0,0.009,0.042,0.023
ling cooked,Ling Cooked is a nutritious food rich in essential nutrients.,Others,,168,36.8,0.0,1.2,0.0,0.0,105.731,0.3,77.0,66.4,1.3,733.9,122.3,1.5,0.025,0.0,0.0,0.0,0.0
eel cooked,Eel Cooked is a nutritious food rich in essential nutrients.,Others,,67,6.7,0.0,4.2,0.0,0.0,19.3,0.069,45.6,7.4,0.2,98.8,7.4,0.6,0.3,0.5,0.0,0.0,0.0
sablefish raw,Sablefish Raw is a nutritious food rich in essential nutrients.,Seafood,,753,51.8,0.0,59.1,0.0,0.0,251.3,0.2,189.1,135.1,4.9,1381.9,212.3,1.2,0.4,0.0,0.0,0.0,0.0
salmon nuggets,Salmon Nuggets is a nutritious food rich in essential nutrients.,Seafood,,60,3.6,4.0,3.3,0.0,0.0,13.6,0.005,7.4,2.3,0.4,46.7,5.7,0.1,0.0,0.0,0.0,0.0,0.0
yellowtail raw,Yellowtail Raw is a nutritious food rich in essential nutrients.,Others,,546,86.5,0.0,19.6,0.0,0.0,204.5,0.1,205.7,86.0,1.8,1570.8,112.2,1.9,0.1,10.5,0.0,0.0,0.071
butterfish cooked,Butterfish Cooked is a nutritious food rich in essential nutrients.,Dairy,,47,5.5,0.0,2.6,0.0,0.0,15.35,0.042,20.8,7.0,0.2,120.3,8.0,0.2,0.029,0.0,0.0,0.0,0.0
caviar,Caviar is a nutritious food rich in essential nutrients.,Others,,42,3.9,0.6,2.9,0.0,0.0,53.325,0.2,94.1,44.0,1.9,29.0,48.0,0.2,0.054,0.0,0.0,0.3,0.065
pollock raw,Pollock Raw is a nutritious food rich in essential nutrients.,Others,,355,75.0,0.0,3.8,0.0,0.0,312.275,0.3,274.1,231.6,1.8,1374.2,258.6,1.8,0.068,0.0,0.012,0.9,0.014
catfish cooked,Catfish Cooked is a nutritious food rich in essential nutrients.,Seafood,,206,26.4,0.0,10.3,0.0,0.0,37.141,0.2,94.4,0.01,0.098,353.2,0.4,0.03,0.066,0.3,0.0,0.035,1.4
whiting raw,Whiting Raw is a nutritious food rich in essential nutrients.,Others,,83,16.8,0.0,1.2,0.0,0.0,62.592,0.016,61.6,44.2,0.3,229.1,19.3,0.8,0.092,0.0,0.089,0.3,0.086
pink salmon raw,Pink Salmon Raw is a nutritious food rich in essential nutrients.,Seafood,,404,65.2,0.0,14.0,0.0,0.0,102.8,0.2,146.3,22.3,1.2,1163.9,85.9,1.2,0.1,0.0,0.035,1.3,0.025
yellowfin tuna raw,Yellowfin Tuna Raw is a nutritious food rich in essential nutrients.,Seafood,,31,6.9,0.0,0.1,0.0,0.0,8.322,0.049,11.0,1.1,0.2,124.8,9.9,0.1,0.048,0.0,0.017,0.063,0.09
mackerel raw,Mackerel Raw is a nutritious food rich in essential nutrients.,Others,,230,20.8,0.0,15.6,0.0,0.0,52.063,0.1,78.4,13.4,1.8,351.7,85.1,0.7,0.019,0.4,0.03,1.7,0.025
turbot raw,Turbot Raw is a nutritious food rich in essential nutrients.,Others,,388,65.5,0.0,12.0,0.0,0.0,159.322,0.6,195.8,73.4,1.5,971.0,208.1,0.9,0.001,6.9,0.0,0.0,0.0
cusk cooked,Cusk Cooked is a nutritious food rich in essential nutrients.,Others,,106,23.1,0.0,0.8,0.0,0.0,37.306,0.047,50.4,12.4,1.0,477.9,38.0,0.5,0.016,0.0,0.0,0.0,0.0
